cell,frame,type,count
0,42,Nascent,5
1,0,No Spots,1
1,1,Nascent,1
1,2,Nascent,3
1,3,Nascent,18
1,4,Mature,24
1,4,Nascent,23
1,5,Nascent,3
1,6,Nascent,34
1,7,Nascent,14
1,8,Nascent,5
1,8,Transcription Site,1
1,9,No Spots,1
1,10,Nascent,3
1,11,No Spots,1
1,12,Nascent,2
1,13,No Spots,1
1,14,Nascent,1
1,15,Nascent,2
1,16,Nascent,35
1,16,Transcription Site,1
1,17,Nascent,7
1,18,Nascent,5
1,19,Mature,7
1,19,Nascent,39
1,19,Transcription Site,1
1,20,Nascent,4
1,21,Nascent,11
1,22,Mature,7
1,22,Nascent,5
1,23,Nascent,17
1,24,Nascent,17
1,25,Nascent,55
1,26,Nascent,8
1,27,Nascent,39
1,28,No Spots,1
1,29,Nascent,3
1,30,Nascent,41
1,31,Nascent,21
1,32,Mature,8
1,32,Nascent,20
1,33,No Spots,1
1,34,No Spots,1
1,35,Nascent,8
1,36,Nascent,40
1,37,Mature,47
1,37,Nascent,46
1,39,Nascent,1
1,40,Nascent,10
1,41,Nascent,1
1,42,No Spots,1
1,43,Mature,13
1,43,Nascent,81
1,44,No Spots,1
1,45,Nascent,10
1,46,Nascent,1
1,47,Nascent,13
1,48,Nascent,4
1,49,Nascent,1
1,50,Nascent,2
1,51,Nascent,3
1,52,Nascent,24
1,53,Nascent,87
1,54,Nascent,4
1,55,Mature,16
1,55,Nascent,40
1,56,Mature,53
1,56,Nascent,84
1,57,Nascent,9
1,58,Nascent,2
1,59,No Spots,1
1,60,Nascent,10
1,61,Nascent,7
1,62,Nascent,2
1,63,Nascent,4
1,64,Nascent,10
1,65,Nascent,5
1,66,Mature,10
1,66,Nascent,8
1,67,Nascent,22
1,68,No Spots,1
1,69,Mature,863
1,69,Nascent,1823
1,69,Transcription Site,83
1,70,Nascent,21
1,71,Nascent,34
1,72,Nascent,27
1,73,Nascent,68
1,73,Transcription Site,8
1,74,Nascent,8
1,75,Mature,12
1,75,Nascent,45
1,76,Mature,7
1,76,Nascent,44
1,77,Nascent,11
1,78,No Spots,1
1,79,No Spots,1
1,80,Nascent,49
1,80,Transcription Site,2
1,81,Nascent,40
1,82,No Spots,1
1,83,No Spots,1
1,84,Mature,55
1,84,Nascent,111
1,85,Nascent,14
1,86,Nascent,63
1,87,Nascent,2
1,88,Mature,513
1,88,Nascent,947
1,88,Transcription Site,55
1,89,Mature,648
1,89,Nascent,1043
1,89,Transcription Site,70
1,90,Mature,17
1,90,Nascent,7
1,91,Nascent,23
1,92,Nascent,9
1,93,Nascent,11
1,94,No Spots,1
1,95,Mature,7
1,95,Nascent,48
1,95,Transcription Site,1
1,96,Nascent,4
1,97,No Spots,1
1,98,Mature,669
1,98,Nascent,1370
1,98,Transcription Site,88
1,99,Mature,217
1,99,Nascent,498
1,99,Transcription Site,41
2,0,Nascent,11
2,1,Nascent,4
2,2,Nascent,4
2,3,Nascent,7
2,4,Mature,7
2,4,Nascent,7
2,5,Nascent,6
2,6,Nascent,13
2,7,Mature,33
2,7,Nascent,49
2,7,Transcription Site,1
2,8,Nascent,6
2,9,Nascent,6
2,9,Transcription Site,1
2,10,Mature,63
2,10,Nascent,9
2,11,No Spots,1
2,12,Nascent,5
2,13,Nascent,1
2,15,No Spots,1
2,16,Nascent,1
2,17,Nascent,15
2,18,Nascent,5
2,19,Nascent,3
2,20,Nascent,9
2,21,Nascent,4
2,22,No Spots,1
2,23,Nascent,26
2,24,Mature,11
2,24,Nascent,84
2,26,Nascent,2
