cell,frame,type,count
0,9,Mature,226
0,9,Nascent,21
0,20,Nascent,1
0,27,Mature,184
0,85,Nascent,1
0,88,Nascent,14
1,0,Mature,279
1,0,Nascent,250
1,0,No Spots,1
1,0,Transcription Site,6
1,1,Nascent,102
1,2,Mature,1001
1,2,Nascent,1026
1,2,Transcription Site,80
1,3,Mature,22
1,3,Nascent,130
1,3,No Spots,2
1,3,Transcription Site,1
1,4,Nascent,73
1,4,No Spots,2
1,5,Mature,9
1,5,Nascent,12
1,5,No Spots,4
1,6,Mature,23
1,6,Nascent,194
1,6,No Spots,1
1,7,Nascent,57
1,7,No Spots,1
1,8,Nascent,65
1,9,Nascent,13
1,9,No Spots,1
1,9,Transcription Site,1
1,10,Nascent,82
1,10,No Spots,1
1,11,Mature,10
1,11,Nascent,43
1,11,No Spots,2
1,12,Nascent,34
1,12,No Spots,1
1,13,Mature,56
1,13,Nascent,376
1,13,Transcription Site,3
1,14,Nascent,17
1,15,Mature,50
1,15,Nascent,122
1,15,Transcription Site,5
1,16,Mature,21
1,16,Nascent,57
1,16,No Spots,1
1,17,Nascent,144
1,17,No Spots,1
1,18,Mature,38
1,18,Nascent,74
1,18,Transcription Site,3
1,19,Nascent,60
1,19,No Spots,2
1,20,Mature,13
1,20,Nascent,149
1,20,No Spots,1
1,21,Nascent,18
1,21,No Spots,1
1,22,Nascent,38
1,23,Nascent,25
1,23,No Spots,1
1,23,Transcription Site,1
1,24,Nascent,7
1,25,Nascent,54
1,25,No Spots,1
1,26,Mature,27
1,26,Nascent,238
1,27,Mature,7
1,27,Nascent,142
1,27,No Spots,1
1,28,Nascent,13
1,28,No Spots,1
1,29,Nascent,17
1,30,Nascent,14
1,30,No Spots,1
1,31,Mature,17
1,31,Nascent,39
1,31,No Spots,1
1,32,Nascent,42
1,32,No Spots,2
1,32,Transcription Site,1
1,33,Nascent,24
1,33,No Spots,1
1,34,Nascent,60
1,34,No Spots,1
1,35,Nascent,1
1,35,No Spots,2
1,36,Mature,22
1,36,Nascent,159
1,36,No Spots,2
1,36,Transcription Site,2
1,37,Mature,24
1,37,Nascent,165
1,38,Nascent,28
1,38,No Spots,1
1,39,Mature,56
1,39,Nascent,81
1,39,No Spots,2
1,40,Nascent,14
1,40,No Spots,2
1,41,Mature,12
1,41,Nascent,73
1,41,No Spots,1
1,42,Mature,35
1,42,Nascent,29
1,43,Mature,27
1,43,Nascent,116
1,44,Mature,51
1,44,Nascent,119
1,44,No Spots,2
1,45,Mature,20
1,45,Nascent,111
1,46,Nascent,38
1,47,Mature,19
1,47,Nascent,198
1,47,Transcription Site,1
1,48,Mature,42
1,48,Nascent,189
1,49,Nascent,146
1,50,Nascent,64
1,50,No Spots,1
1,51,Mature,11
1,51,Nascent,43
1,52,Mature,24
1,52,Nascent,107
1,53,Mature,212
1,53,Nascent,106
1,53,Transcription Site,6
1,54,Nascent,71
1,54,No Spots,2
1,55,Nascent,20
1,55,No Spots,1
1,56,Mature,17
1,56,Nascent,131
1,56,Transcription Site,1
1,57,Mature,27
1,57,Nascent,87
1,57,No Spots,1
1,58,Mature,18
1,58,Nascent,63
1,58,Transcription Site,1
1,59,Mature,7
1,59,Nascent,314
1,59,No Spots,1
1,59,Transcription Site,2
1,60,Mature,10
1,60,Nascent,45
1,60,No Spots,2
1,61,Nascent,53
1,61,No Spots,1
1,62,Mature,69
1,62,Nascent,142
1,62,No Spots,1
1,63,Nascent,21
1,64,Nascent,28
1,64,No Spots,1
1,65,Nascent,32
1,65,No Spots,2
1,66,Nascent,84
1,66,No Spots,2
1,66,Transcription Site,3
1,67,Nascent,42
1,67,Transcription Site,1
1,68,Mature,11
1,68,Nascent,120
1,68,No Spots,1
